product,state,rider,coverage_type,gender,age_min,age_max,monthly_rate,daily_benefit,benefit_amount,units,plan_type,available
H34,MD,BASE,IND,FEMALE,35,44,19.5,150,,,,Y
H34,MD,BASE,IND,FEMALE,45,54,25.5,150,,,,Y
H34,MD,BASE,IND,FEMALE,55,59,33.75,150,,,,Y
H34,MD,BASE,IND,FEMALE,60,64,49.5,150,,,,Y
H34,MD,BASE,IND,FEMALE,65,69,67.5,150,,,,Y
H34,MD,BASE,IND,FEMALE,70,74,84.0,150,,,,Y
H34,MD,BASE,IND,FEMALE,75,80,103.5,150,,,,Y
H34,MD,RECUP,IND,MALE,19,34,3.9,50,,,,Y
H34,MD,RECUP,IND,MALE,35,44,7.0,50,,,,Y
H34,MD,RECUP,IND,MALE,45,54,11.65,50,,,,Y
H34,MD,RECUP,IND,MALE,55,59,17.7,50,,,,Y
H34,MD,RECUP,IND,MALE,60,64,26.4,50,,,,Y
H34,MD,RECUP,IND,MALE,65,69,35.55,50,,,,Y
H34,MD,RECUP,IND,MALE,70,74,43.65,50,,,,Y
H34,MD,RECUP,IND,MALE,75,80,52.2,50,,,,Y
H34,MD,RECUP,IND,FEMALE,19,34,6.8,50,,,,Y
H34,MD,RECUP,IND,FEMALE,35,44,10.9,50,,,,Y
H34,MD,RECUP,IND,FEMALE,45,54,13.7,50,,,,Y
H34,MD,RECUP,IND,FEMALE,55,59,17.25,50,,,,Y
H34,MD,RECUP,IND,FEMALE,60,64,24.4,50,,,,Y
H34,MD,RECUP,IND,FEMALE,65,69,33.5,50,,,,Y
H34,MD,RECUP,IND,FEMALE,70,74,41.7,50,,,,Y
H34,MD,RECUP,IND,FEMALE,75,80,50.4,50,,,,Y
H34,MD,RECUP,IND,MALE,19,34,5.85,75,,,,Y
H34,MD,RECUP,IND,MALE,35,44,10.5,75,,,,Y
H34,MD,RECUP,IND,MALE,45,54,17.48,75,,,,Y
H34,MD,RECUP,IND,MALE,55,59,26.55,75,,,,Y
H34,MD,RECUP,IND,MALE,60,64,39.6,75,,,,Y
H34,MD,RECUP,IND,MALE,65,69,53.33,75,,,,Y
H34,MD,RECUP,IND,MALE,70,74,65.48,75,,,,Y
H34,MD,RECUP,IND,MALE,75,80,78.3,75,,,,Y
H34,MD,RECUP,IND,FEMALE,19,34,10.2,75,,,,Y
H34,MD,RECUP,IND,FEMALE,35,44,16.35,75,,,,Y
H34,MD,RECUP,IND,FEMALE,45,54,20.55,75,,,,Y
H34,MD,RECUP,IND,FEMALE,55,59,25.88,75,,,,Y
H34,MD,RECUP,IND,FEMALE,60,64,36.6,75,,,,Y
H34,MD,RECUP,IND,FEMALE,65,69,50.25,75,,,,Y
H34,MD,RECUP,IND,FEMALE,70,74,62.55,75,,,,Y
H34,MD,RECUP,IND,FEMALE,75,80,75.6,75,,,,Y
H34,MD,RECUP,IND,MALE,19,34,7.8,100,,,,Y
H34,MD,RECUP,IND,MALE,35,44,14.0,100,,,,Y
H34,MD,RECUP,IND,MALE,45,54,23.3,100,,,,Y
H34,MD,RECUP,IND,MALE,55,59,35.4,100,,,,Y
H34,MD,RECUP,IND,MALE,60,64,52.8,100,,,,Y
H34,MD,RECUP,IND,MALE,65,69,71.1,100,,,,Y
H34,MD,RECUP,IND,MALE,70,74,87.3,100,,,,Y
H34,MD,RECUP,IND,MALE,75,80,104.4,100,,,,Y
H34,MD,RECUP,IND,FEMALE,19,34,13.6,100,,,,Y
H34,MD,RECUP,IND,FEMALE,35,44,21.8,100,,,,Y
H34,MD,RECUP,IND,FEMALE,45,54,27.4,100,,,,Y
H34,MD,RECUP,IND,FEMALE,55,59,34.5,100,,,,Y
H34,MD,RECUP,IND,FEMALE,60,64,48.8,100,,,,Y
H34,MD,RECUP,IND,FEMALE,65,69,67.0,100,,,,Y
H34,MD,RECUP,IND,FEMALE,70,74,83.4,100,,,,Y
H34,MD,RECUP,IND,FEMALE,75,80,100.8,100,,,,Y
H34,MD,RECUP,IND,MALE,19,34,11.7,150,,,,Y
H34,MD,RECUP,IND,MALE,35,44,21.0,150,,,,Y
H34,MD,RECUP,IND,MALE,45,54,34.95,150,,,,Y
H34,MD,RECUP,IND,MALE,55,59,53.1,150,,,,Y
H34,MD,RECUP,IND,MALE,60,64,79.2,150,,,,Y
H34,MD,RECUP,IND,MALE,65,69,106.65,150,,,,Y
H34,MD,RECUP,IND,MALE,70,74,130.95,150,,,,Y
H34,MD,RECUP,IND,MALE,75,80,156.6,150,,,,Y
H34,MD,RECUP,IND,FEMALE,19,34,20.4,150,,,,Y
H34,MD,RECUP,IND,FEMALE,35,44,32.7,150,,,,Y
H34,MD,RECUP,IND,FEMALE,45,54,41.1,150,,,,Y
H34,MD,RECUP,IND,FEMALE,55,59,51.75,150,,,,Y
H34,MD,RECUP,IND,FEMALE,60,64,73.2,150,,,,Y
H34,MD,RECUP,IND,FEMALE,65,69,100.5,150,,,,Y
H34,MD,RECUP,IND,FEMALE,70,74,125.1,150,,,,Y
H34,MD,RECUP,IND,FEMALE,75,80,151.2,150,,,,Y
