record_type,plan_code,plan_name,source_page,age,age_band,sex,tobacco,base_rate,wp_rate,rate_basis,unit_basis,coverage_fixed,face_min,face_max,policy_fee_annual,volume_adjustment_annual,cv20_per_1000,note,quote_face_amount_input,quote_units_input,include_wp_flag,sold_as_policy_flag,units_derived,annual_premium_base,annual_premium_total,quarterly_total,mbd_base,mbd_total,monthly_direct_total
rate,T65,Term To Age 65,35,50,,Male,TU,26.07,0.87,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,51,,Female,NTU,13.82,0.81,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,51,,Female,TU,21.61,1.18,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,51,,Male,NTU,17.87,0.65,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,51,,Male,TU,26.89,0.95,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,52,,Female,NTU,14.57,0.88,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,52,,Female,TU,22.35,1.27,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,52,,Male,NTU,18.55,0.70,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,52,,Male,TU,27.71,1.02,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,53,,Female,NTU,15.39,0.97,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,53,,Female,TU,23.11,1.38,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,53,,Male,NTU,19.25,0.77,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,53,,Male,TU,28.54,1.10,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,54,,Female,NTU,16.25,1.06,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,54,,Female,TU,23.88,1.49,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,54,,Male,NTU,19.96,0.84,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,54,,Male,TU,29.38,1.20,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,55,,Female,NTU,17.18,1.17,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,55,,Female,TU,24.66,1.61,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,55,,Male,NTU,20.70,0.91,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,T65,Term To Age 65,35,55,,Male,TU,30.22,1.29,annual_per_1000,per_$1000,,5000.00,,10.00,0.00,,,,,0,1,,$10.00,$10.00,$2.50,$0.84,$0.84,$0.90
rate,SPR,Spouse Rider,36,18,,Unisex,NTU,3.73,0.16,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,18,,Unisex,TU,4.98,0.16,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,19,,Unisex,NTU,3.89,0.16,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,19,,Unisex,TU,5.23,0.17,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,20,,Unisex,NTU,4.05,0.16,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,20,,Unisex,TU,5.48,0.17,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,21,,Unisex,NTU,4.21,0.16,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,21,,Unisex,TU,5.73,0.17,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,22,,Unisex,NTU,4.37,0.16,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,22,,Unisex,TU,5.98,0.17,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,23,,Unisex,NTU,4.53,0.17,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,23,,Unisex,TU,6.23,0.17,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,24,,Unisex,NTU,4.69,0.17,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,24,,Unisex,TU,6.48,0.18,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,25,,Unisex,NTU,4.85,0.17,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,25,,Unisex,TU,6.73,0.18,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,26,,Unisex,NTU,5.01,0.17,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,26,,Unisex,TU,7.11,0.18,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,27,,Unisex,NTU,5.21,0.17,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,27,,Unisex,TU,7.54,0.19,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,28,,Unisex,NTU,5.44,0.18,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,28,,Unisex,TU,8.01,0.19,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,29,,Unisex,NTU,5.69,0.18,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,29,,Unisex,TU,8.51,0.20,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,30,,Unisex,NTU,5.97,0.18,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,30,,Unisex,TU,9.02,0.20,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,31,,Unisex,NTU,6.27,0.19,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,31,,Unisex,TU,9.54,0.21,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,32,,Unisex,NTU,6.60,0.20,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,32,,Unisex,TU,10.09,0.22,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,33,,Unisex,NTU,6.97,0.20,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,33,,Unisex,TU,10.68,0.23,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,34,,Unisex,NTU,7.37,0.21,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,34,,Unisex,TU,11.33,0.25,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,35,,Unisex,NTU,7.81,0.22,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,35,,Unisex,TU,12.02,0.26,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,36,,Unisex,NTU,8.28,0.24,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,36,,Unisex,TU,12.78,0.28,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,37,,Unisex,NTU,8.81,0.25,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,37,,Unisex,TU,13.61,0.31,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,38,,Unisex,NTU,9.40,0.27,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,38,,Unisex,TU,14.55,0.34,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,39,,Unisex,NTU,10.06,0.30,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,39,,Unisex,TU,15.62,0.39,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,40,,Unisex,NTU,10.80,0.34,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,40,,Unisex,TU,16.84,0.44,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,41,,Unisex,NTU,11.63,0.38,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,41,,Unisex,TU,18.22,0.52,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,42,,Unisex,NTU,12.55,0.44,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,42,,Unisex,TU,19.77,0.61,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,43,,Unisex,NTU,13.59,0.50,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,43,,Unisex,TU,21.50,0.71,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,44,,Unisex,NTU,14.77,0.58,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,44,,Unisex,TU,23.41,0.83,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,45,,Unisex,NTU,16.10,0.67,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,45,,Unisex,TU,25.53,0.98,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,46,,Unisex,NTU,17.58,0.78,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,46,,Unisex,TU,27.86,1.15,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,47,,Unisex,NTU,19.22,0.91,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,47,,Unisex,TU,30.39,1.35,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,48,,Unisex,NTU,20.99,1.06,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,48,,Unisex,TU,33.13,1.59,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,49,,Unisex,NTU,22.91,1.24,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,49,,Unisex,TU,36.07,1.88,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,50,,Unisex,NTU,24.90,1.46,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,50,,Unisex,TU,39.10,2.21,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,51,,Unisex,NTU,26.16,1.62,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,51,,Unisex,TU,41.13,2.46,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,52,,Unisex,NTU,27.45,1.80,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,52,,Unisex,TU,43.16,2.74,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,53,,Unisex,NTU,28.79,2.00,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,53,,Unisex,TU,45.26,3.06,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,54,,Unisex,NTU,30.17,2.22,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,54,,Unisex,TU,47.44,3.41,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,55,,Unisex,NTU,31.61,2.47,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,SPR,Spouse Rider,36,55,,Unisex,TU,49.70,3.80,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
rate,CTR,Children's Term Rider,36,,,Unisex,NA,7.50,0.00,annual_per_1000,per_$1000,,,,0.00,0.00,,wp_no_charge,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
banded_rate,ADB,Accidental Death Benefit,36,,5-49,Unisex,NA,1.00,,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
banded_rate,ADB,Accidental Death Benefit,36,,50-59,Unisex,NA,1.25,,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
banded_rate,ADB,Accidental Death Benefit,36,,60-64,Unisex,NA,1.50,,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
banded_rate,GIO,Guaranteed Insurability Option,36,,0-17,Unisex,NA,0.80,,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
banded_rate,GIO,Guaranteed Insurability Option,36,,18-37,Unisex,NA,1.60,,annual_per_1000,per_$1000,,,,0.00,0.00,,,,,0,0,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
banded_rate,B2000,B2000 Supplemental Benefit,36,,5-72,Unisex,NA,36.00,,annual_per_unit,per_unit,2000.00,,,0.00,0.00,,,,1,0,0,1.000,$36.00,$36.00,$9.00,$3.00,$3.00,$3.24
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,18,,Female,NTU,3.66,0.12,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$43.92,$43.92,$10.98,$3.66,$3.66,$3.96
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,18,,Female,TU,4.50,0.13,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$54.00,$54.00,$13.50,$4.50,$4.50,$4.86
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,18,,Male,NTU,2.26,0.06,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$27.12,$27.12,$6.78,$2.26,$2.26,$2.45
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,18,,Male,TU,3.50,0.08,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$42.00,$42.00,$10.50,$3.50,$3.50,$3.78
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,19,,Female,NTU,3.66,0.12,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$43.92,$43.92,$10.98,$3.66,$3.66,$3.96
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,19,,Female,TU,4.50,0.13,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$54.00,$54.00,$13.50,$4.50,$4.50,$4.86
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,19,,Male,NTU,2.26,0.06,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$27.12,$27.12,$6.78,$2.26,$2.26,$2.45
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,19,,Male,TU,3.50,0.08,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$42.00,$42.00,$10.50,$3.50,$3.50,$3.78
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,20,,Female,NTU,3.66,0.12,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$43.92,$43.92,$10.98,$3.66,$3.66,$3.96
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,20,,Female,TU,4.50,0.13,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$54.00,$54.00,$13.50,$4.50,$4.50,$4.86
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,20,,Male,NTU,2.26,0.06,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$27.12,$27.12,$6.78,$2.26,$2.26,$2.45
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,20,,Male,TU,3.50,0.08,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$42.00,$42.00,$10.50,$3.50,$3.50,$3.78
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,21,,Female,NTU,3.78,0.12,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$45.36,$45.36,$11.34,$3.78,$3.78,$4.09
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,21,,Female,TU,4.81,0.14,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$57.72,$57.72,$14.43,$4.81,$4.81,$5.20
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,21,,Male,NTU,2.31,0.06,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$27.72,$27.72,$6.93,$2.31,$2.31,$2.50
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,21,,Male,TU,3.57,0.08,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$42.84,$42.84,$10.71,$3.57,$3.57,$3.86
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,22,,Female,NTU,3.92,0.13,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$47.04,$47.04,$11.76,$3.92,$3.92,$4.24
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,22,,Female,TU,5.16,0.15,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$61.92,$61.92,$15.48,$5.16,$5.16,$5.58
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,22,,Male,NTU,2.37,0.07,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$28.44,$28.44,$7.11,$2.37,$2.37,$2.56
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,22,,Male,TU,3.66,0.08,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$43.92,$43.92,$10.98,$3.66,$3.66,$3.96
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,23,,Female,NTU,4.05,0.13,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$48.60,$48.60,$12.15,$4.05,$4.05,$4.38
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,23,,Female,TU,5.54,0.15,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$66.48,$66.48,$16.62,$5.54,$5.54,$5.99
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,23,,Male,NTU,2.43,0.07,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$29.16,$29.16,$7.29,$2.43,$2.43,$2.63
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,23,,Male,TU,3.78,0.08,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$45.36,$45.36,$11.34,$3.78,$3.78,$4.09
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,24,,Female,NTU,4.20,0.13,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$50.40,$50.40,$12.60,$4.20,$4.20,$4.54
rate,CIADB5000,"$5,000 Critical Illness Accelerated Death Benefit Rider",37,24,,Female,TU,5.95,0.16,monthly_flat,flat,5000.00,,,0.00,0.00,,,,1,0,0,1.000,$71.40,$71.40,$17.85,$5.95,$5.95,$6.43
